Latitude,Longitude,Rainfall (mm),Temperature (Celsius),Soil Moisture (%),Slope Angle (°),Elevation (m),Terrain Aspect (°),Lithology,Land Cover,Soil Type,Distance to Road (m),Historical Landslides,Landslide Occurred
38.05006512,-86.82475746,228.7498646,-2.908489795,83.63473871,35.62280679019833,4.061214532,179.23433058803084,Granite,Forest,Loam,8264.14271,1,0
15.22869294,143.5237599,226.0256248,18.15414381,43.40684436,33.45684733495992,4.571351082,181.74129873984376,Shale,Urban,Sand,4035.160745,1,1
40.27621672,-87.19922132,173.7449481,37.50693616,76.11482853,35.39844399370851,6.725536568,292.7445629939305,Granite,Water Body,Loam,6685.046555,1,0
47.47978066,137.900753,196.618219,31.5686408,72.29510388,48.14198571866037,5.764592725,162.61688763678154,Granite,Urban,Loam,7811.115604,1,0
26.20410778,-53.58007012,177.9548906,10.09507134,93.70828156,12.961209210440966,8.943038341,115.52917451415902,Shale,Agriculture,Sand,4077.949023,1,1
19.55028043,-67.54558056,188.0795663,21.52876884,73.96633759,42.70897927594521,6.06739593,339.75767788506107,Granite,Water Body,Clay,1794.420104,1,0
15.74357932,102.8694965,191.1789209,26.15548926,57.77321676,29.280811570528385,6.488419574,231.42552844111376,Granite,Urban,Loam,7319.196889,0,0
21.50994153,68.18583222,192.3951875,24.56182324,65.55978503,15.936780675520566,2.856044033,205.8146774925549,Shale,Water Body,Clay,4632.871467,0,0
49.50672032,132.7676723,229.2311476,24.17113016,99.91150678,38.05366644204313,3.555287952,191.44343506720625,Shale,Urban,Clay,5940.806203,0,1
14.74575063,85.95574428,163.7818184,27.41078976,66.52784454,13.578140539801456,7.356646007,155.12307464061615,Shale,Urban,Clay,1528.891372,1,1
18.43172406,67.92847989,265.3982096,22.96240487,85.18378278,34.62081851694599,6.104194813,334.68672986320394,Shale,Forest,Clay,5997.445827,1,1
21.29157033,37.09099155,197.6181049,18.34941043,43.11346404,43.441562746784676,0.4065691875,141.03519854455502,Granite,Water Body,Sand,6241.13526,1,0
25.78244975,119.5074686,203.907408,30.7018103,91.39462569,50.86186467471984,8.369158147,352.62190018486837,Granite,Agriculture,Loam,448.288514,1,0
42.58298881,-40.64247466,107.5870735,24.28293654,70.13427842,27.050710166577222,3.915207855,10.36144323759132,Shale,Agriculture,Loam,8734.483836,1,1
38.60400645,-41.81266974,239.6631248,16.64398759,41.06151539,30.303064973811836,2.281661381,90.76144350332933,Shale,Urban,Loam,4008.573871,0,1
38.99067086,101.3127908,284.881189,27.56719173,96.19029885,25.32910642179827,2.402392199,147.44728819358875,Shale,Water Body,Sand,9279.419688,0,1
44.71196743,-28.86635894,130.2305986,21.8786419,83.05869423,47.32555179883868,6.717048941,94.02214444575297,Granite,Urban,Clay,5245.342622,0,0
30.52017578,-113.8964135,206.628127,18.89545322,77.14417058,51.40188973674155,6.75864433,242.7922625058398,Granite,Forest,Loam,1591.623767,0,0
17.72477255,102.076238,243.3795836,19.73194279,54.85639555,51.28802901977998,6.35410843,161.3375257340512,Granite,Forest,Sand,7485.948398,1,0
32.89485783,95.62525891,158.6459647,38.77759581,45.75612248,46.57145470335919,3.939406881,344.3168249531512,Granite,Urban,Clay,4353.272348,1,0
32.80548252,83.13161279,241.1152748,24.28695681,81.42829249,41.56030742926691,9.064557182,202.97210105394282,Granite,Forest,Clay,6609.469966,0,0
27.18534293,21.87900426,261.0210211,26.77823566,83.16655641,26.864684366636386,6.826919294,180.26847245888294,Granite,Urban,Loam,8597.956207,1,0
26.09331633,-113.9990864,181.2586038,21.79107982,52.7501146,45.47396798200157,7.025462088,239.26232654822985,Granite,Urban,Sand,1231.877515,0,0
13.75602863,53.55777959,292.0907805,18.11350091,74.45600138,50.9790736735123,2.132557452,182.3363516492592,Shale,Forest,Loam,6148.418739,1,1
45.70710132,-71.77217254,169.7942211,19.33271653,41.68006991,22.386477110079056,2.644015327,130.76625282726002,Granite,Agriculture,Loam,69.81404582,0,0
10.73562706,15.16727373,207.8817279,16.61376326,96.46869683,47.630887649545016,4.448286258,219.78470762074147,Shale,Water Body,Sand,1085.727268,1,1
10.14853902,126.5701207,187.6216333,30.14208998,91.62243409,41.434695680087266,3.543445485,232.87161420441814,Granite,Forest,Clay,615.9682692,0,0
32.83509667,-106.6961135,150.4332804,10.20910712,60.81171224,43.33372006745212,6.676701571,145.61210722271997,Shale,Agriculture,Clay,1.289519852,0,1
35.32778282,69.98029607,260.9889433,28.53066119,61.56335563,40.77854167714926,2.116342465,197.01179644196907,Shale,Urban,Clay,2510.835512,1,0
41.3503937,74.13616152,305.8662072,15.89801294,75.11525357,48.12206820230159,3.50880618,336.2143552215245,Shale,Agriculture,Clay,5272.674776,1,1
47.6271698,-95.79389757,201.5810987,42.00971519,74.44939999,31.623767420340293,0.6321048727,257.2124861346795,Shale,Urban,Sand,4015.629208,1,1
49.73657842,77.75147611,230.0774037,24.16856116,46.64320066,35.74881737119475,8.041972761,150.50703224864128,Granite,Water Body,Clay,8682.002502,0,0
32.38693122,-1.128147712,212.2588813,28.11224016,65.35513611,32.81261873331729,0.3322932996,296.4967919124826,Granite,Urban,Loam,4207.688851,1,0
37.79812477,67.78188398,127.4448007,20.12130912,88.28952182,47.75901567485843,0.0,318.07035886442225,Shale,Urban,Sand,837.4665235,1,1
47.58200333,-40.40572489,197.661748,11.37870746,69.43805784,18.87379747838654,2.85973417,164.42589195956634,Granite,Water Body,Loam,9720.456941,0,0
33.6844014,73.22083405,293.4740687,13.15652845,57.63657903,45.59892322096199,8.273641329,46.117837785778114,Granite,Agriculture,Sand,2057.614122,0,0
40.35105015,80.99319853,226.9105803,20.12360927,71.77629124,43.641069901066615,7.858835782,312.2557126040544,Shale,Agriculture,Clay,5739.823291,1,1
10.40529882,-70.68464443,258.8080229,19.72727261,96.51069534,35.79953975496734,3.303674195,321.14698335341916,Granite,Agriculture,Loam,9634.0818,1,0
49.23555001,4.171234327,162.9893278,28.81238741,63.57021878,23.10560564943236,11.85329695,195.39133090514383,Granite,Urban,Loam,4776.074619,1,0
24.34313846,-44.11005093,189.2305856,12.13530506,88.20265429,38.744801646820484,0.0,354.9654968969717,Shale,Agriculture,Sand,8231.203143,0,1
40.4091144,96.03714734,231.1472015,35.90472169,90.48157594,42.286618278650096,8.432614394,151.8469266069716,Shale,Forest,Clay,1707.872255,0,1
21.56485095,-35.03950148,179.6369713,27.15002679,57.52775688,12.65965562969309,4.607343742,144.35560548951437,Granite,Urban,Sand,1584.783957,0,0
29.44521941,12.70884097,132.8395305,29.60045391,55.66242,29.10409570476385,8.371281891,196.91492016980465,Shale,Urban,Sand,7501.439568,1,1
19.01525072,-12.7313509,167.6878838,34.13391091,66.67866486,12.104245842047874,0.0,37.62717174044285,Shale,Water Body,Loam,5573.346684,1,1
10.1085693,-34.85276854,218.1945957,29.41164592,79.60741017,27.438714055058533,4.894656659,44.08289050680843,Granite,Forest,Sand,6069.806105,1,0
25.8052363,66.32034563,245.498127,2.73238475,75.56872392,35.63444653116245,3.41794027,273.4959055740639,Shale,Water Body,Clay,7615.225162,0,1
34.88346801,149.6740927,160.2553176,31.42278257,72.14779877,37.20473667539356,2.944210075,121.43452319704802,Shale,Water Body,Clay,414.3863595,1,1
25.78289261,-91.96336575,166.8083449,16.69765366,71.98165029,18.491809709538167,3.83041352,154.41783988561932,Shale,Water Body,Sand,7094.479035,1,1
38.45412793,-6.915474788,139.6509921,15.96671898,41.06057292,15.256330721621634,7.394967911,87.6698636419402,Granite,Urban,Sand,6100.84864,1,0
22.05511497,82.98550417,199.4823855,19.10240759,49.50243384,22.71979746983235,5.864496161,228.08676776471785,Shale,Urban,Sand,9079.128221,0,1
43.52461159,107.3923073,209.2413517,34.11750124,90.51631784,39.36572556735362,1.402774047,24.927179168764297,Shale,Forest,Sand,2834.298624,0,1
47.76327434,-79.81790518,180.4565363,23.72674913,54.47150706,31.808464826994385,8.016373477,73.10859819872265,Granite,Agriculture,Sand,412.6625501,1,0
27.61293673,-13.93344935,250.7696164,18.86746185,69.31378307,48.488518766125544,1.663003479,281.0822578994358,Shale,Forest,Loam,7596.52255,0,1
46.66540943,61.25219436,140.0397837,22.91493569,76.30868713,10.391182474157198,6.964439613,286.77826456337857,Shale,Forest,Clay,5017.281414,1,1
15.65235888,145.920646,187.2824542,33.13067562,70.42182372,41.09968512394275,4.296374444,216.46894655858617,Granite,Urban,Clay,2050.374257,1,0
49.37647397,51.57711744,205.9072429,25.43957442,49.1850572,37.949973796071745,10.35635608,325.73630709130737,Granite,Agriculture,Sand,7150.511366,0,0
47.08442515,63.75743509,242.5964535,16.66252759,56.8302705,54.38440633513988,3.808104765,359.74830942243875,Shale,Forest,Clay,3317.161241,1,1
45.69133982,-35.56568599,228.2005346,15.87784267,89.32278758,50.17647386908769,8.76190779,172.11058973899023,Granite,Forest,Loam,1312.859389,0,0
21.43944777,54.02430704,265.4238891,22.30366078,92.60734434,40.40227497372282,2.257533758,187.87841660634368,Granite,Agriculture,Loam,7725.983065,0,0
16.1931445,31.38750997,219.4323623,25.39864207,56.56431474,50.37785329981071,5.406572893,128.13791627951204,Shale,Forest,Sand,1015.487275,1,1
43.96782606,-3.861462334,158.0911759,28.78226285,86.78106192,38.84727025964635,5.25747752,252.4678909225283,Shale,Forest,Sand,8518.373699,1,1
24.27013307,18.18072327,243.6393707,11.90012488,85.09381791,32.24644532991318,4.565517518,225.57656539280558,Shale,Urban,Clay,4476.632505,1,1
46.50672986,-21.39567659,254.3011432,22.25203961,95.56303096,32.759208147930885,8.923615548,10.649622091547135,Granite,Agriculture,Clay,3861.810014,1,0
19.28072721,-2.222107378,148.8170127,36.94148148,43.24692807,43.793334657649645,7.831054909,322.0302838597249,Shale,Water Body,Loam,3488.465598,1,1
28.71787235,118.3277267,229.2608941,45.0,54.1135735,28.664298982481803,3.946273027,323.07105860800584,Granite,Water Body,Clay,2857.045459,1,0
14.13782017,-88.43278213,240.4417946,30.63706652,69.30715306,50.92727160867656,3.010266133,292.963726805363,Granite,Water Body,Sand,2952.13708,0,0
16.04393804,134.0034421,157.5909774,21.62245437,79.26070877,10.371867934989245,7.322942139,96.22480419100967,Granite,Water Body,Loam,3749.576761,0,0
42.54893375,-109.5041018,200.3675337,23.55413233,54.67074491,35.93835921131308,0.0,202.79484138429933,Shale,Forest,Loam,5476.34375,0,1
28.37787074,-59.07056258,274.7785868,21.8093708,54.21164257,27.877092032726168,5.55010401,167.0875770135406,Shale,Agriculture,Loam,1443.427522,0,1
15.03820786,38.2692356,209.2384325,28.99546841,88.92050957,30.18145377598493,5.284283228,41.05364048275975,Shale,Water Body,Loam,7828.322401,1,1
14.63644298,7.938938263,290.2732871,28.15412976,94.49526432,48.67714642555589,6.39789046,81.5785154155591,Granite,Water Body,Sand,6699.307266,1,1
44.22949036,32.78992338,119.9409401,21.5523342,60.40852124,19.2866522008543,7.644969382,198.1510117738582,Shale,Urban,Loam,6724.076762,0,1
43.84496842,105.581262,192.9841886,23.07696816,85.05178399,45.987854859395284,5.510319436,35.66699565804382,Shale,Forest,Clay,255.2430258,1,1
14.23944302,-48.98925772,178.9395233,19.26010511,68.79106676,26.06783897675117,6.719595361,96.12479733047843,Granite,Water Body,Sand,1930.525907,1,0
48.11260068,123.3399861,253.4274779,40.39356523,62.04361955,44.10899196861709,3.768304034,282.4206962762405,Shale,Water Body,Loam,9736.633852,0,1
14.19720714,-49.07222121,131.1352255,32.0695501,76.56490622,38.24419879752284,5.961989143,300.53853769771786,Shale,Forest,Clay,7790.684087,0,1
24.34862102,-113.6731021,203.2395675,16.33993291,76.52140775,25.35268886286182,0.0,174.5245123919347,Shale,Urban,Loam,8070.075479,0,1
43.24563451,-101.1654561,220.0856386,20.41212285,95.18701827,53.97279012341616,7.203921155,130.22612340279028,Granite,Urban,Sand,4808.141908,1,0
25.48118795,87.93158787,135.263808,16.70149393,87.89791806,16.0716688999188,1.076549846,204.5448635433478,Granite,Water Body,Clay,4022.49411,1,0
12.2038939,-30.77833172,211.9024167,25.90941681,52.34083107,31.606629150879026,1.084137685,341.445300514232,Granite,Agriculture,Clay,5020.692562,0,0
37.73688512,-14.89807286,184.7770989,22.96116531,40.98206584,48.9439615176089,4.249186325,39.01825154723998,Shale,Water Body,Clay,1223.58061,0,1
25.09272216,-87.3406212,186.019364,31.14105805,86.49943897,45.56525362155905,4.86331773,187.9017432644776,Shale,Agriculture,Sand,8104.564323,0,1
22.5409469,8.631349988,234.428651,14.749646,48.15658875,47.23224583465705,1.758632333,113.32367960127141,Granite,Urban,Loam,2546.294016,0,0
20.40257241,-92.30227117,151.5168444,20.96472524,54.16551325,45.921907716238735,5.770633863,274.43110926564,Granite,Agriculture,Loam,7706.218707,0,0
34.25820125,73.9009628,96.94831393,18.11390753,76.1007198,30.860896166905185,6.958931227,358.99802653952247,Granite,Forest,Sand,786.6746381,1,0
12.2336487,-22.75659619,203.215193,29.50827534,50.66044992,37.908551893429234,9.308471363,239.1442829107674,Granite,Urban,Loam,2517.388818,0,0
16.57305656,-60.65457066,177.9593726,13.61855256,46.46626981,41.067394818692016,5.236675629,163.4224118985697,Granite,Agriculture,Clay,9905.328955,0,0
45.48345697,97.37627425,222.2447948,28.19927862,94.22493584,27.745565313039315,3.22749407,150.9831380948655,Shale,Urban,Loam,5071.110973,1,1
35.5726639,-52.54276175,185.1096784,21.14485846,94.01314687,47.395868268646396,9.079600776,227.21477743771405,Granite,Agriculture,Clay,5493.417828,1,0
36.85083301,-81.36802324,139.0911967,12.6264631,87.5137871,44.931476912795205,2.717039629,16.087975210488356,Shale,Urban,Clay,3485.949749,0,1
38.36607146,140.1334127,250.5559489,25.28792599,99.761658,25.32786970688916,1.01254416,148.4756337897145,Granite,Forest,Clay,8949.042006,0,0
39.59847126,98.29003207,141.8712275,45.0,57.06576599,38.10651383731454,7.28275722,159.66439609046157,Shale,Forest,Clay,8162.058292,1,0
32.33337355,26.06448318,199.6908401,45.0,83.73263827,38.66780340269257,1.747257482,352.7576747139053,Granite,Water Body,Loam,1840.905654,1,0
45.7753021,-23.3901598,117.0010216,8.71394998,86.32249738,34.23674301572149,6.34507944,343.70989306629014,Granite,Agriculture,Clay,581.8061425,0,0
44.96147727,-93.57283403,186.5476815,26.88830435,77.93972581,32.15367490461979,8.739298159,132.89983876541027,Granite,Urban,Sand,6176.649969,0,1
12.46076888,-14.56202299,232.9908835,40.63211674,70.82300109,32.84849799492156,5.162661553,179.25280622738742,Granite,Forest,Loam,4830.96896,0,0
13.07032248,125.4248408,212.6841777,10.28788256,40.8807541,26.948118487571875,5.112681402,51.218290419362084,Shale,Water Body,Loam,6046.219371,0,1
19.17005581,52.52001593,322.9935993,33.05239858,69.35811843,47.30905457472085,4.815774347,10.186429095456031,Shale,Urban,Loam,1989.280761,0,1
20.6130455,-100.4635404,184.0849493,14.41141991,66.1761568,39.387875073375966,3.62358327,59.5482043503832,Shale,Urban,Clay,4834.207876,0,1
48.29792076,-94.46978691,187.2406414,14.67357302,75.81550814,41.00362051015594,2.673145073,141.42029343521654,Shale,Forest,Clay,306.6353424,1,1
42.39697681,-98.49581516,134.9774886,36.64475847,72.93895894,23.735095309243984,5.278922471,34.13157238784462,Shale,Forest,Clay,86.06239776,0,1
13.92330323,108.2879189,230.5535453,12.56637739,89.60786439,39.027048411127964,4.756363971,174.25666760252875,Shale,Agriculture,Clay,3572.1789,0,1
30.50754044,-115.4986813,206.7927951,23.24641826,68.379026,29.802631129090305,8.360568381,140.51314116937021,Shale,Urban,Clay,3618.440901,1,1
13.5723534,-91.43428882,204.9265696,20.54282509,90.07754949,38.66450601756526,4.527880915,101.69057776648773,Granite,Water Body,Loam,6524.973388,0,0
43.96893642,-4.681637753,138.2148489,32.67509082,74.12802093,30.6916359418987,5.086042087,131.53165003189102,Shale,Forest,Loam,6374.326055,0,1
16.47692027,50.10933594,170.0322147,30.32116134,54.95667198,13.503198682618024,2.042240103,67.09288041457238,Shale,Forest,Loam,3359.460328,1,1
44.01392004,142.0803675,168.8664117,32.92905372,94.07298786,24.14643149094587,0.08947672182,134.6705239123716,Shale,Urban,Loam,3237.76743,1,1
20.46110363,135.243026,275.609194,25.30278487,46.69442182,29.839127027985658,6.576782071,131.97293906125574,Granite,Urban,Clay,7846.417206,0,0
19.69882015,141.0814989,230.2053728,25.11651708,93.66871749,25.610354647798676,5.441915642,124.51453240332428,Shale,Forest,Sand,4555.852152,0,1
24.21591962,146.630332,256.1906122,16.62588894,53.73612042,27.95777684368977,12.22438904,178.33114596221043,Granite,Agriculture,Sand,589.4939864,0,0
28.55331023,17.85684495,284.0772354,17.14146113,92.47086523,50.55178144356701,4.59586139,10.577586048528973,Granite,Forest,Sand,481.5545865,1,0
42.12047526,-62.83646982,233.9690687,10.56884711,79.8412964,26.928035350790484,3.607892718,54.740101506045505,Shale,Agriculture,Sand,6202.986091,1,1
44.34792485,36.96897045,158.9356808,19.43947443,59.67631954,16.853380843225764,7.738484483,89.7286257798372,Shale,Water Body,Clay,7456.484466,0,1
46.39772575,43.12696331,119.6179345,34.84569846,95.8579069,12.849522491546775,5.007868452,335.7110420657081,Shale,Urban,Sand,2593.048575,1,1
37.89380677,63.51241986,129.3325829,11.65834336,65.53901951,40.87436049600621,6.481520912,96.70656073469992,Granite,Agriculture,Loam,4077.895489,1,0
11.8964992,-83.52146256,288.9526549,7.042643893,73.52899094,40.753382909830066,3.182366684,255.70602198915603,Granite,Urban,Loam,375.4887726,1,0
30.78446703,134.3376907,201.8783429,23.57714308,60.87143927,46.56779409490723,3.855239908,194.2249227751012,Shale,Urban,Clay,3102.800398,1,1
38.14535816,-91.67376574,205.1723588,30.55762183,70.91391587,37.84580830794087,0.4103910071,142.26603317729283,Granite,Water Body,Clay,4621.740739,1,0
32.17467007,-71.89216943,254.1320491,21.71162375,86.48932926,30.305563552027564,8.005438549,288.82800865371513,Granite,Forest,Sand,6210.135733,1,0
27.97398968,19.99310323,278.3427354,29.76613507,71.12996055,49.319352316171646,4.308981383,159.86560643212493,Shale,Urban,Clay,5711.138334,0,1
34.00798243,11.17761084,181.2638811,26.36102886,76.82861745,37.22915555462406,6.246981728,179.93010599950892,Granite,Forest,Sand,4276.81983,0,0
19.23177203,-27.43111529,246.3705712,36.01208039,48.81236789,31.28932977020603,1.469728848,6.4313271398925,Granite,Agriculture,Sand,6454.317108,1,0
48.30501138,126.2960442,200.7054178,22.92643231,78.98085028,50.59644906744961,9.335201987,103.20751265233909,Shale,Agriculture,Sand,6873.45549,1,1
41.48795431,-44.38193503,98.36713103,21.30389484,83.29402755,38.24096411452037,9.978734191,159.14196771356612,Granite,Urban,Sand,4185.516028,1,0
48.11979975,54.44488639,183.2724518,11.57045368,77.4273089,49.13063777748848,5.211468669,326.5043711099785,Granite,Urban,Clay,211.5650902,1,0
18.06113512,8.687523204,152.623463,32.06520773,94.19103489,30.8190678654335,7.745861976,208.2172328949413,Shale,Water Body,Loam,7018.676587,1,1
39.93038762,-73.97512187,200.5272856,13.69479544,96.64905455,49.552078181854,3.043957628,107.16943215924292,Shale,Forest,Loam,6974.973517,0,1
23.90736711,-8.743848421,275.0255686,28.48160195,62.16011157,42.262385773835106,9.232954311,169.6937322235702,Granite,Urban,Sand,1198.963816,0,0
45.34039444,-9.877003447,202.9512046,26.12811721,81.88995993,53.399081023883355,6.537859181,6.793832296778715,Granite,Forest,Loam,743.1808011,0,0
32.08046162,130.2280534,199.5719994,40.92066142,46.93288307,43.90972690462429,5.729495028,142.7892072741666,Granite,Water Body,Clay,5751.968643,0,0
26.44489724,11.74835128,268.8081012,25.2152818,44.64183349,43.430268975002775,7.782818394,220.94603035801185,Granite,Forest,Loam,7427.390813,0,0
16.46417015,1.159619841,251.8037189,38.62573509,95.38773438,50.56426692859118,9.362969865,200.62213742942174,Granite,Water Body,Sand,3481.568934,1,0
49.39958625,62.54511922,145.8991107,38.3393564,70.618755,41.916943711218806,6.956307856,124.34039317470486,Shale,Agriculture,Clay,9007.067342,1,1
37.10892965,-117.5018189,253.6670088,34.15529792,42.28409387,30.143550776256543,9.052310392,243.71626040806825,Shale,Urban,Clay,3336.903359,1,1
39.4560806,-103.0149815,208.0134429,22.69289028,54.54877788,39.33554546313226,8.487460852,131.55873711353823,Shale,Water Body,Sand,5013.002131,0,1
45.44115809,113.8176539,105.7052148,38.95005615,63.05019566,43.910641443643605,2.13750177,224.16124062705447,Granite,Urban,Sand,2103.186432,1,0
10.00046539,-100.2236869,259.9184285,12.10617911,78.16672343,47.31544984189699,1.355498858,244.24855495322444,Shale,Water Body,Clay,7518.193483,1,1
22.51678192,149.6266762,144.5617552,30.90362208,93.14363249,35.455776439087714,7.685289388,177.92809810233663,Shale,Water Body,Clay,7553.717636,1,1
43.56586432,42.29231966,184.7345423,20.17199311,57.94532303,27.82784684241053,9.693490322,42.048420728528185,Shale,Water Body,Clay,3422.543028,1,1
48.91834755,103.5254352,245.4026542,22.51555792,76.49897985,49.66496597267089,3.338533022,348.7868517783512,Granite,Urban,Sand,6962.482474,0,0
30.76239164,141.4731652,182.8404216,27.56685231,68.62463029,24.387091690668395,0.0,356.97530594134184,Shale,Agriculture,Loam,5480.877178,0,1
32.04782922,122.9053192,186.4257851,20.66863652,95.06131878,26.317525062321995,5.736277949,79.70432460249738,Granite,Water Body,Sand,2807.78509,1,0
31.58114357,18.08000492,265.110768,21.50125697,67.8639098,52.5807047510087,2.458308474,306.0941663047118,Granite,Forest,Sand,9820.823708,0,0
25.95967889,-112.4011052,131.1896328,36.70033119,52.41388663,30.42404225245909,11.92445846,59.79748589217559,Granite,Water Body,Loam,2659.794648,0,0
42.63904741,145.1072191,169.2834096,37.51844919,82.70686657,43.69580008577563,7.54477599,197.95198938613228,Granite,Agriculture,Sand,418.4126908,0,0
17.92390531,-24.14587814,240.4629314,9.156724222,82.16479447,49.5520042725482,1.600411961,71.77512182073657,Shale,Agriculture,Clay,3236.673204,0,1
47.81300486,-39.29067808,132.0387453,38.49067739,50.19036234,27.40727549291984,4.523940212,273.132859191069,Granite,Forest,Clay,2115.295469,0,0
32.39490697,88.48533184,99.54036098,34.68275954,54.53689291,44.450721318434304,3.248585802,269.4099718244712,Shale,Water Body,Sand,3703.411386,1,0
35.67886002,-9.651118187,142.2682831,21.93311784,86.70860975,18.00569551654707,5.410729972,335.8611672584527,Shale,Forest,Sand,3964.14871,0,1
19.61196494,18.80178782,242.1387015,5.927780003,61.62495118,40.554642165744305,7.325819035,154.06109464447837,Shale,Agriculture,Loam,7073.382523,0,1
20.9228324,103.4469287,107.0854256,34.23033437,80.79309791,29.791194639588504,6.489807229,10.02510614079592,Shale,Water Body,Sand,7967.125916,1,1
45.9592718,-98.01355742,172.3337876,32.6545413,42.50672911,36.702368789572574,1.769954096,178.72258895338481,Granite,Urban,Loam,4601.200028,0,0
42.59758914,-43.50993744,270.9532207,23.0631634,55.23273036,53.17383803692675,0.0,273.80708245280323,Shale,Agriculture,Loam,8004.969727,0,1
41.05651843,86.91374754,149.3677779,35.4879444,82.14982701,35.4604148738449,5.906117969,262.96058609016507,Shale,Agriculture,Clay,9604.909474,1,1
21.65008791,-62.54673384,191.5264485,33.12629573,57.41562374,16.594239497136904,3.010077127,329.3226919592808,Granite,Water Body,Clay,8160.353475,0,0
14.11388271,18.95402472,167.3083927,32.79176741,83.15683223,28.453669839845443,2.450964306,324.773806979537,Granite,Agriculture,Sand,4764.084964,0,0
22.55512306,-44.22839343,157.0270138,15.87674486,53.74925122,48.95022558536499,1.683337417,296.3541141889174,Shale,Urban,Clay,7485.182141,1,1
26.10957939,125.4077909,200.8916127,14.28980437,44.23347732,54.41536872192939,0.03808526386,142.81481381755657,Shale,Water Body,Clay,5908.440459,0,1
12.90649607,-14.79064419,197.5609196,2.288267231,89.94732784,23.359313618334152,4.39024865,87.28019175316687,Granite,Urban,Loam,7274.665394,1,0
40.37595181,-47.06725599,163.3623409,34.6378753,43.30129363,37.65284856676403,7.618394432,132.45954203373356,Granite,Forest,Clay,1215.187496,1,0
36.36181641,-30.10343332,134.3755655,16.07535032,73.74823681,43.35276843762465,3.919095444,182.40908697227815,Shale,Forest,Clay,5440.759928,1,1
34.74207886,107.7178966,184.9880337,23.8641343,76.73192004,47.60724829277808,4.895124351,356.9612057716332,Granite,Agriculture,Clay,2141.814101,1,0
37.52538824,-113.2993529,178.7700917,21.57005774,51.00303001,37.60401509639975,1.66113425,306.7036060694349,Shale,Agriculture,Sand,972.5235941,1,1
26.71163934,12.82954277,157.9908142,29.68828145,55.13428613,47.455082546239076,4.169663141,249.80848473723856,Granite,Agriculture,Clay,2386.530234,0,0
21.14361356,148.7638085,166.0509827,42.5610159,63.24150938,38.22991762693455,10.56579233,291.02460214478367,Shale,Forest,Sand,9322.329743,0,1
18.90859158,26.27475082,186.2068338,30.96490343,76.87773736,49.21310124321193,0.0,214.24820165688246,Shale,Forest,Sand,8924.283159,0,0
11.30623925,-91.97364012,224.6355332,20.6017293,83.48422345,41.2056381206846,3.253659817,182.08630387461415,Granite,Forest,Sand,5280.885622,1,0
17.18732435,-48.4372324,202.2276083,6.562470412,42.72263517,32.955391902777485,8.131985574,27.91377244965361,Shale,Urban,Clay,2505.118744,0,1
19.21534259,130.2668702,158.5951609,28.35280277,57.37090837,26.717753088590648,7.851239951,12.331132836374508,Granite,Water Body,Clay,6009.337989,1,0
21.66382095,96.85566339,152.3844676,29.25912304,78.52548647,29.334177963194467,3.595979825,73.27329323983562,Granite,Forest,Sand,7045.360971,1,0
45.88863032,-2.902530543,170.1503206,18.53163696,72.33952055,19.802914775925817,2.431676479,265.560432511616,Shale,Forest,Sand,942.3082973,1,1
38.52467575,-11.64107725,180.9956842,21.19850704,51.79607602,16.964724798105927,4.211405969,330.06459607283807,Granite,Agriculture,Clay,1421.078091,0,0
27.75190953,99.22403444,202.4793723,30.93076182,63.49899609,41.48744878516186,1.539230233,181.1668982621206,Granite,Water Body,Clay,9714.193861,0,0
20.98019531,6.500136784,175.5792737,10.56870497,86.57806553,21.42361104739553,0.9815227376,318.9549848463537,Granite,Water Body,Clay,8029.920168,1,0
11.35399948,-85.88788741,191.5191745,30.35063141,42.80006301,24.94904880208705,7.335986525,35.74734916103426,Granite,Urban,Clay,4918.731204,1,0
36.22684787,33.99767194,181.9311195,28.23614095,77.49673997,11.582684877087202,4.139891803,277.8987333055673,Granite,Water Body,Sand,8180.922208,0,0
42.69774247,62.57285152,302.6036656,12.34787964,54.85265722,39.09157530048886,1.262993392,301.80360021193314,Shale,Water Body,Clay,4965.303885,0,1
47.39539454,-117.8365274,210.1508534,21.79603285,71.7264945,52.255251001154285,12.55580617,75.26726517164401,Shale,Water Body,Clay,4282.804146,1,0
18.71570217,4.687750022,316.1304613,15.75355982,95.11060904,37.72905973102556,0.0,139.15809172165982,Shale,Water Body,Sand,4498.548354,1,1
35.34846399,-33.69394319,218.4176002,27.71034253,87.8309217,33.151899080781014,6.312436968,42.57441156243175,Shale,Forest,Sand,3160.241946,1,1
16.94338971,94.07205976,139.6557808,34.64996992,58.01862755,23.44328888596864,2.803254984,66.58311020721047,Granite,Agriculture,Loam,3019.307643,1,0
42.17656239,62.87206901,167.753577,23.62214139,71.61516204,25.17004198478718,7.957697699,282.5017016016273,Shale,Urban,Loam,6154.668032,1,1
48.43680588,-22.92335098,237.6241689,38.7096276,97.24524118,31.85884143848163,4.066090677,169.11042530190818,Shale,Forest,Loam,3464.039827,1,1
13.13375148,-2.416200345,213.1786144,26.04353071,50.47699646,30.273218401999504,8.400522999,334.1028598781021,Granite,Urban,Loam,5775.206088,1,0
39.99911194,58.39639614,188.2417561,35.82841434,85.36366672,26.59506183696228,5.016881616,69.39332302185431,Shale,Urban,Sand,7822.436184,0,1
