Latitude,Longitude,Rainfall (mm),Temperature (Celsius),Humidity (%),River Discharge (m^3/s),Water Level (m),Elevation (m),Surface Water State,Land Cover,Soil Type,Population Density,Historical Floods,Flood Occurred
11.02758579,91.01124497,168.5202884,30.34062956,61.96920776,1119.348317,9.455466691,518.2262116,Overflow,Agriculture,Clay,8380.813514,0,1
17.00685218,64.41047155,215.1520828,19.74128965,77.07269416,1002.470103,1.612770494,1921.091823,Stable,Agriculture,Clay,1452.743769,1,0
26.47966603,111.7584845,108.4756473,38.21107715,78.45403229,660.7167186,5.150511052,1112.789404,Stable,Agriculture,Sand,8102.983743,0,0
38.2932274,41.47049841,249.4437394,26.21469767,99.00702198,85.17062085,5.52777004,629.3080121,Overflow,Agriculture,Clay,1981.194832,1,0
46.01564721,24.78960358,234.6495583,19.79306503,72.67893903,554.0882772,0.0,1162.133371,Stable,Water Body,Loam,29.82020153,1,0
31.77381986,117.7638025,150.6293911,29.43411935,63.75744819,0.0,8.626307606,1919.089603,Stable,Forest,Clay,5331.91777,1,0
41.45380058,148.9806131,208.6973604,16.71596778,61.30997148,526.065542,5.101111437,1085.320374,Overflow,Urban,Sand,4247.730007,1,1
20.63713803,-62.17241176,182.8991327,17.20543799,88.08650168,648.0765458,4.958889841,177.1964058,Overflow,Agriculture,Loam,8082.456077,0,1
39.98607327,63.66768585,194.8093758,26.43589825,90.77664235,326.192752,5.762135849,766.3116175,Overflow,Water Body,Clay,8981.108565,1,1
26.33822326,-31.55710064,182.4169908,-0.7014754858,55.61099026,644.668808,4.648110883,9.54339686,Overflow,Urban,Loam,7066.368131,0,1
13.4794704,114.0931339,183.0234922,20.70167177,72.60578088,217.7439411,4.559335688,1103.522615,Overflow,Urban,Sand,5396.911869,1,1
18.05430987,-112.0468121,200.6462912,33.18295142,93.22103809,602.822966,6.255907453,1984.179809,Stable,Urban,Sand,4036.655569,1,0
19.18880336,130.3866729,169.5021223,36.08510599,40.41363631,0.0,2.926890122,147.9647107,Stable,Water Body,Sand,6001.375063,1,0
25.49097646,-105.8853795,204.2671978,25.79856836,91.075118,408.254161,6.617150986,0.03347251587,Overflow,Urban,Sand,9230.040218,1,1
32.8200285,-70.26345259,206.1398262,32.05873467,81.37288206,461.090278,5.338950622,1024.411326,Stable,Forest,Clay,5778.878539,1,0
30.2100949,125.3831544,219.4409455,40.0924002,86.7324189,652.8989323,2.74431911,153.6139922,Overflow,Urban,Sand,1088.399616,0,1
34.40909985,-62.6159343,253.9598246,26.63072603,69.21883778,982.9833309,3.721616393,1964.780118,Stable,Agriculture,Loam,9998.244187,1,0
45.64952224,101.469103,307.0468431,16.49143501,87.41651779,388.1977946,7.607067473,33.80644332,Stable,Urban,Loam,3862.757677,1,0
40.99289649,41.7407253,143.7511593,23.09005425,54.02194775,443.1080472,6.546841274,336.1838347,Stable,Agriculture,Sand,6858.191991,0,0
34.03648023,-116.5557505,181.6442915,26.4171179,61.02453669,377.4687196,1.804215487,1413.80158,Overflow,Urban,Loam,5817.408832,0,1
36.86577119,-90.23315286,149.6524929,24.01640347,83.7722679,781.3289199,6.905358239,469.6323528,Stable,Agriculture,Clay,7295.965919,1,0
33.42324377,64.9908338,220.4458135,13.32192864,52.68877691,365.8736312,0.0,1474.207571,Stable,Forest,Loam,1397.697017,1,0
28.29455322,-90.2537702,294.8051404,32.23325814,50.0923888,386.447391,4.697904888,419.5500756,Stable,Urban,Clay,4412.133966,1,0
22.98766697,-57.00838408,99.23159469,20.02963212,52.03035068,414.0371711,3.121812502,883.6251872,Stable,Water Body,Sand,8100.953615,0,0
36.51309716,34.95137822,202.8715389,25.53398715,74.40039471,353.3471822,10.61766299,824.4007845,Stable,Water Body,Clay,2447.996921,0,0
46.07868601,-63.47981089,319.4974383,27.15599009,93.16707522,614.9823426,3.972421531,1744.418845,Stable,Agriculture,Clay,5554.55465,0,0
24.46172716,139.7670116,194.9925055,28.71978715,91.80216632,494.0585871,2.624906912,853.826981,Stable,Water Body,Sand,7124.857577,0,0
29.64382918,-53.90403429,199.6162968,37.16528233,60.64981161,255.4159012,4.416685618,521.2340559,Overflow,Water Body,Loam,405.7367658,0,1
48.71700521,-5.332137051,124.3282175,37.74334485,94.24304057,349.3027995,2.177316815,340.2776715,Stable,Urban,Sand,6538.40534,1,0
13.34361183,94.39132206,206.0685799,23.04895346,64.95760381,676.1466064,6.201413511,247.3929356,Stable,Forest,Clay,2226.357376,0,0
38.69859962,-40.61908508,186.857975,22.80941412,81.72093979,424.2740835,6.848167036,22.14956444,Overflow,Urban,Loam,6571.64901,0,1
47.62015812,57.91455436,145.8579736,43.23358962,49.14167706,332.8789419,0.0,1220.40264,Overflow,Agriculture,Loam,9969.366185,1,1
38.74958471,-6.509444917,274.7070949,19.1082095,93.07427238,713.1542261,0.0,1236.956589,Overflow,Water Body,Loam,9236.693823,1,1
38.2230069,116.1807854,178.3849407,36.56803949,70.22122214,705.3479074,1.847373651,1202.102072,Overflow,Urban,Clay,3728.910033,0,1
39.20955254,5.276033857,110.4110042,7.878707746,48.72754973,646.3372086,5.801404618,1527.169206,Stable,Agriculture,Sand,6343.213288,0,0
47.21017118,-71.05396028,176.4406095,14.14514559,75.65589777,934.1336142,3.389450837,1983.637838,Stable,Urban,Sand,3385.659274,1,0
37.04299387,-65.16264415,198.6220488,10.90317847,44.38393126,446.1043662,0.0,1679.33905,Stable,Water Body,Sand,4135.924004,0,0
15.75374867,139.5601532,211.7612896,33.95412472,74.324385,571.7434419,9.842565148,1415.169539,Stable,Urban,Loam,3653.741101,1,0
13.22461621,101.1589781,199.9760641,37.74059643,63.19301108,744.4955106,0.0,513.6803916,Overflow,Urban,Clay,1748.53061,0,1
43.78116836,50.89584403,230.2954575,28.71325665,62.67623178,1079.372149,0.0,1435.021772,Stable,Forest,Clay,5526.784898,1,0
33.05153441,134.6053517,163.9215459,27.38566126,98.5761883,121.7075723,8.413929838,1438.599874,Overflow,Urban,Clay,8319.092717,1,1
48.66619276,-31.48243377,214.6676018,32.45856518,57.73686161,608.375685,4.942733749,1084.369621,Overflow,Forest,Clay,2806.367853,1,1
21.50530916,-96.31623674,200.0111974,35.45207582,70.91121753,618.090463,4.603903969,82.35279551,Overflow,Forest,Loam,1815.513861,1,1
14.03112006,-34.12930484,276.3406332,20.16521865,67.27576642,95.79703425,7.440849609,1055.535784,Overflow,Urban,Loam,9051.416695,0,1
17.36899357,138.5969977,175.0376193,17.10647634,45.14337811,1137.932548,6.654554025,19.10555323,Overflow,Agriculture,Loam,6923.252165,1,1
10.61826466,-101.5210085,219.285542,26.06505401,65.012187,809.3054651,7.266900448,1120.330981,Overflow,Water Body,Sand,870.7028559,0,1
35.69632944,89.34887191,240.7220044,16.8486094,67.38162456,668.5574621,8.805628067,1908.644376,Stable,Water Body,Sand,1330.206284,1,0
30.23554716,114.3598898,240.2466695,42.37904762,96.32629666,35.57348309,3.169536082,105.5017568,Overflow,Agriculture,Loam,1901.426542,1,1
47.48151487,49.49987559,121.2647479,28.15987916,72.8322984,746.1504839,7.212198213,1683.04176,Stable,Water Body,Clay,1590.181965,0,0
13.07088536,89.2599763,103.8809881,24.24483234,67.96848052,365.0638122,3.702965228,1087.647444,Stable,Forest,Sand,2935.276607,0,0
13.82141255,35.84040258,228.6723747,17.10753405,82.92082128,519.0539784,5.989546971,976.7473654,Overflow,Agriculture,Loam,5387.547447,1,1
34.55720259,62.71615727,186.5470061,26.67965291,43.35206171,952.3593294,4.54731581,8.235582705,Stable,Forest,Loam,2087.806507,0,0
16.25267883,-57.72756714,219.6995286,21.40307334,63.05683411,683.4565008,8.111793168,1610.687195,Overflow,Forest,Loam,6075.22342,1,1
31.55155909,-73.80081941,150.1935429,23.77703731,44.58526875,863.4623033,8.333013403,623.6436434,Stable,Water Body,Clay,8876.662852,0,0
48.43663191,-50.84275863,127.0236467,4.658807768,50.90885201,1084.419873,3.854619478,1243.63259,Stable,Agriculture,Loam,5172.661192,1,0
45.87760102,24.8829935,163.3072953,35.56968582,66.38044962,1001.944709,0.6583983777,1296.268607,Stable,Forest,Loam,9503.658946,0,0
19.7000286,-104.0178476,150.2450043,13.94631043,77.29630734,395.52889,8.732443931,1971.943715,Stable,Forest,Loam,2104.215634,1,0
13.34002867,-43.65332659,200.4428852,19.7615683,48.62447536,538.4322806,8.969027806,1716.375627,Overflow,Urban,Clay,9781.94871,1,1
37.09752285,-45.62939646,226.2584657,16.01509513,66.05701109,190.1973413,10.43157826,321.7843018,Overflow,Forest,Clay,6273.031536,0,1
44.44259351,-81.40367061,183.7922355,30.05179356,91.42216511,927.780208,10.01084394,932.073795,Stable,Water Body,Sand,931.9209048,0,0
45.09401813,-47.56547448,175.1473757,1.907959786,40.5078653,147.2420688,11.27857077,1608.529067,Overflow,Urban,Clay,1561.321087,0,1
21.88486862,-37.99153752,270.0750173,37.2116575,82.76833554,649.8502391,3.693577856,1330.375202,Overflow,Agriculture,Clay,4625.905775,0,1
37.84413037,-104.2455689,214.9704949,41.54830887,85.76698091,146.7684066,5.34943616,283.3431878,Stable,Urban,Clay,9571.220252,0,0
12.67836605,-49.93926248,255.8441104,6.239448332,89.84433038,396.1392754,5.522342793,1504.161308,Stable,Forest,Sand,3279.232033,0,1
14.0712989,-106.690487,111.5934484,22.21415276,90.94978421,0.0,5.580136254,646.2947595,Overflow,Water Body,Sand,7437.307887,1,1
28.43943631,17.16042388,216.2723816,25.78599959,93.61345751,344.8044384,4.265386346,1123.573362,Stable,Agriculture,Clay,1929.757036,1,0
33.87371396,129.4074769,132.6145385,31.25476,59.30781452,898.3093589,7.894708276,741.6022119,Overflow,Urban,Sand,998.6321146,1,1
24.42273297,85.36899387,111.9805761,10.24047538,40.80049053,779.3434761,2.14105867,953.6626887,Stable,Forest,Clay,9728.039312,1,0
10.72496164,-60.26578865,280.0453996,11.35966835,78.06383557,0.0,6.821381912,1028.80232,Overflow,Urban,Loam,1384.242802,0,1
25.38045311,100.5342098,214.1894014,26.53649129,65.3537599,615.0701395,6.389289097,1351.777515,Overflow,Urban,Loam,6414.192294,1,1
29.30274684,25.73359042,210.3485601,23.54850813,45.82553186,938.1259917,6.519655972,47.0042483,Stable,Agriculture,Loam,4392.97987,0,1
15.33039828,114.317756,150.9501152,32.56232749,63.3336444,63.38907266,8.45428613,725.2730387,Stable,Agriculture,Loam,8072.476441,0,0
12.41069561,-25.49814551,209.4315541,28.00175049,72.20854512,593.9753779,3.287903988,132.8761887,Overflow,Agriculture,Loam,2238.310769,1,1
38.10162006,-5.571790003,135.1975654,19.70221748,97.70719686,697.3960489,9.459632421,1406.824141,Overflow,Water Body,Sand,5709.310786,1,1
20.12852638,116.65734,136.595734,9.385756088,43.15420181,12.19519478,10.581602,724.0858722,Stable,Agriculture,Clay,7557.213535,1,0
37.89681069,50.95824222,188.319652,20.26476618,92.49471,771.1155083,4.428388131,1453.292055,Overflow,Urban,Sand,3798.076357,1,1
32.29348678,140.2307685,157.7648501,21.19946349,70.14413318,489.0502168,8.729765161,232.6714448,Overflow,Forest,Loam,3837.487842,0,1
35.10021853,-7.63654447,258.1500485,11.40798731,44.75814849,575.7286272,3.176473381,1489.732599,Overflow,Urban,Clay,8766.16611,0,1
41.05742958,-54.32108451,157.9625405,35.95294046,97.33002795,480.1581141,6.730190189,1027.218482,Stable,Urban,Sand,4859.779142,1,0
33.34624447,95.40726396,216.3497257,44.72579904,65.49035189,994.5237823,9.729072639,1870.232482,Overflow,Urban,Sand,8028.061733,0,1
10.99886648,85.39029763,194.6008157,19.13384264,82.3891381,503.0154717,3.635798339,381.8025934,Overflow,Water Body,Clay,741.6992138,0,1
33.2380152,-118.167193,179.6492054,17.29773017,66.71197878,191.6678246,3.077768403,116.8174762,Overflow,Water Body,Loam,4147.395581,0,1
47.37732155,86.17613072,262.6529105,23.28828805,96.39135753,0.0,12.53223041,492.1473025,Overflow,Urban,Sand,7579.304339,1,1
32.44891153,-38.05394453,171.3090043,19.03227524,72.53800444,379.7792604,6.72511522,703.2015693,Overflow,Agriculture,Clay,9781.326167,1,1
41.81488821,77.86577939,204.9711015,20.49075539,43.52468779,559.4075563,4.461239161,1395.311678,Stable,Urban,Clay,9941.547919,1,0
26.56564273,-32.43531075,261.6102119,19.64754296,43.27318689,788.168406,6.360544547,1711.924067,Overflow,Agriculture,Loam,1909.832767,0,1
35.89898857,144.9837847,114.9686375,17.33130475,91.89002887,278.0228814,4.333139979,1463.852715,Overflow,Water Body,Clay,2109.281524,0,1
14.21459689,-113.3317296,237.6445541,7.038022447,59.18490407,341.1109662,7.664132605,1377.27787,Overflow,Forest,Loam,972.0333269,1,1
43.16313903,96.97736596,150.2530897,30.98341617,47.30575157,580.3302038,4.238653269,662.2779995,Stable,Water Body,Sand,4310.028786,1,0
16.73696417,122.6668712,137.8350534,20.67075082,99.43280928,258.3703157,0.0,1557.884736,Stable,Agriculture,Sand,2330.252741,1,0
16.37443668,33.37001321,292.683821,29.97845644,74.80041567,524.055036,8.929626451,1817.697832,Stable,Agriculture,Loam,4652.285476,1,1
14.91754606,45.61263956,210.7889763,23.93387626,64.54317813,617.8032192,8.06428361,1188.549433,Stable,Urban,Clay,4140.629101,0,0
20.15114045,45.94436347,231.5709604,4.825987805,89.57825412,726.5358639,6.297316074,1454.873746,Stable,Urban,Loam,70.40434904,0,0
29.69111426,149.8543839,184.966282,32.38566039,64.28772435,838.2433576,10.63166165,79.3817147,Overflow,Urban,Loam,8747.271213,1,1
41.72571496,15.05344259,211.6642521,42.44010234,81.68032651,517.4491697,6.664073145,1395.43156,Overflow,Agriculture,Clay,4909.280384,1,1
28.09758065,-22.1807577,257.1699054,21.28935971,76.84092489,251.6321398,5.28016091,1952.507568,Overflow,Agriculture,Sand,7167.076716,0,1
28.5479362,73.66070648,164.6280228,28.06696942,65.00339687,280.1560517,5.005242381,1064.104521,Overflow,Water Body,Loam,3646.899658,0,1
39.51669573,-13.5974149,140.46271,32.95021459,47.52748537,4.284783064,5.548545965,987.0989805,Overflow,Agriculture,Loam,465.6857081,1,1
27.5292984,-58.1961697,191.4199458,41.11330108,78.82935771,99.76627915,6.003533373,964.4809004,Stable,Water Body,Clay,7324.015054,1,0
41.875829,58.70451698,262.5738374,43.41924355,40.8366008,743.6996363,10.74575367,129.7567702,Stable,Agriculture,Sand,4528.892294,0,0
25.25990938,-79.07953006,172.8087467,15.80292977,96.23155996,371.9645905,8.529941544,1388.312409,Stable,Forest,Sand,390.5219191,1,0
25.31136402,-7.737763241,190.2605189,10.5628163,56.95928993,786.8385817,8.4832781,658.2200024,Overflow,Urban,Loam,7306.726145,0,1
23.59887455,-2.070164283,255.2238852,21.07156109,82.34961372,569.2780292,7.188361669,1768.290173,Overflow,Forest,Clay,5735.497905,0,1
35.1023232,-9.102483257,294.4639398,45.0,60.27352868,505.2863933,5.443986829,538.4456308,Overflow,Water Body,Clay,5030.687564,0,1
16.93494381,-68.09036201,172.8289785,13.64402734,79.0478285,311.7567547,5.786174548,1513.465894,Overflow,Agriculture,Clay,8952.643509,0,1
37.50630663,-34.24221835,166.1327266,26.163062,49.66250779,485.6257914,3.735647118,1109.72224,Stable,Forest,Sand,9073.186792,0,0
40.4066511,-116.3273945,186.2489862,0.7923359368,87.85984084,1012.476277,6.565263918,338.8331376,Stable,Water Body,Sand,1610.591994,1,0
10.30656131,-16.57412227,262.2520504,9.555450909,65.84712811,574.0184634,9.744545356,572.8168541,Overflow,Urban,Loam,9278.08657,1,1
23.62636144,-102.548753,304.1536216,30.08616868,77.52958247,647.6740211,1.938493294,1304.734472,Stable,Water Body,Sand,3437.022552,1,0
29.40913943,122.8159094,173.0366087,32.60131169,83.28062572,493.4553802,6.608440591,591.2959921,Stable,Agriculture,Clay,2291.613105,0,0
18.20558562,-109.2547756,309.6724775,28.58334071,57.07484434,312.4502635,2.635287604,1290.009342,Overflow,Agriculture,Sand,6973.999899,1,1
41.37621893,35.62949889,223.4265628,29.73341183,84.12906435,91.07115393,6.127460977,1217.95964,Overflow,Forest,Sand,2667.752565,1,1
48.68141101,51.13945106,203.5834277,26.94021005,43.5797334,326.072037,6.291094589,1583.196931,Overflow,Forest,Sand,9598.311448,1,1
45.45665422,-17.38450177,191.5945,34.37954604,80.58050309,268.7594788,9.352571676,1657.371843,Stable,Water Body,Loam,7360.471612,1,0
34.45062432,-71.18565943,201.4247718,29.92239022,70.00813087,833.0562466,0.0,1205.584382,Stable,Forest,Sand,2327.569127,0,0
16.355194,-76.80865883,195.868032,29.30031926,76.04156958,136.7055922,6.851647075,1891.52385,Stable,Agriculture,Sand,7126.144036,1,0
19.93609919,72.02663562,178.7293861,23.27296487,83.05972433,801.5283499,4.575694257,747.9161952,Stable,Water Body,Loam,5974.814249,1,0
16.63098161,-60.76486492,227.7913014,39.75454131,68.38605169,742.0322107,6.842650746,1543.18271,Overflow,Water Body,Sand,3305.958793,1,1
22.44243059,16.05212795,136.4120364,33.81539652,55.33787433,88.29229655,6.959405246,6.360355807,Stable,Forest,Loam,8938.362717,1,0
40.62796612,80.76089118,174.4134454,24.437517,73.97199372,53.97269432,7.719075863,1443.200756,Stable,Agriculture,Clay,5516.988122,0,0
16.20441568,14.8736538,247.7246106,32.46467438,91.65360663,1035.03714,8.401229572,663.6929226,Stable,Agriculture,Sand,8213.425452,0,0
30.85508086,-39.96100431,230.9203608,14.69174873,64.72674082,311.9048679,2.076406696,252.5480972,Overflow,Forest,Sand,5339.31804,0,1
20.41033304,-35.59940364,149.1453667,15.95566476,89.7706416,333.9511696,9.630335866,324.528163,Stable,Urban,Sand,1580.129979,1,0
13.50570987,-103.864186,185.2471905,10.12710207,98.05985189,180.0699575,4.67944217,1545.916984,Overflow,Forest,Sand,3425.116181,0,1
36.35133467,-16.63498341,184.7183779,22.66092015,99.80369284,349.1525843,4.810902728,770.3953332,Overflow,Water Body,Loam,5255.014543,0,1
25.75457623,14.059164,223.0207825,18.77269419,94.3328969,289.481796,9.518038164,1987.179994,Overflow,Agriculture,Loam,7874.224906,1,1
20.62328089,57.86991343,157.2750146,6.608428273,64.427102,426.6413573,6.350460497,1044.75338,Stable,Agriculture,Loam,2882.872753,0,0
25.80214889,-45.5717754,200.4801726,32.52411106,76.25133226,760.1362278,1.774662713,108.315703,Stable,Urban,Sand,8209.948532,1,0
46.6195319,-47.64073794,168.2862642,23.05415337,70.30162531,782.5246566,3.311051858,484.7526702,Overflow,Water Body,Sand,4667.452203,0,1
37.34271316,27.91508204,278.301762,40.00460693,40.1441065,259.2914139,4.179635862,1297.89624,Stable,Urban,Sand,2804.813252,1,0
47.31011756,-48.41671941,253.7695277,45.0,55.20567772,467.550426,1.581377907,628.9061808,Overflow,Urban,Sand,6727.64533,0,1
15.28718631,6.858267446,169.1634945,30.50573594,65.41464313,423.1838629,7.688835675,135.3913244,Overflow,Agriculture,Loam,5950.166494,1,1
25.92414671,-101.1846615,120.9453257,45.0,44.52182791,607.3707391,6.989892765,873.2604864,Stable,Urban,Sand,8334.787729,0,0
19.23177164,16.98666511,184.5248087,24.14435747,57.11655307,646.17987,5.614587834,353.8073439,Stable,Water Body,Sand,4317.702703,1,0
39.44357502,19.5954399,262.0629263,18.81074884,72.89645929,623.9696692,2.563701739,694.4905256,Overflow,Forest,Sand,9361.828132,1,0
28.43115072,-10.47577995,100.9581765,6.883601529,44.90943537,703.7576426,0.1747964392,1890.728598,Overflow,Agriculture,Clay,9105.121858,0,1
48.61695066,14.59176686,248.426145,25.55013609,60.56662411,984.4382214,5.144849863,947.7215316,Stable,Agriculture,Loam,3509.256714,0,0
46.24348242,-49.25054878,180.4164695,34.20396161,71.07530402,367.3323422,8.154668551,609.5842683,Overflow,Water Body,Sand,7747.919205,1,1
34.83662071,117.4361253,194.0220622,28.39528787,95.59896448,228.4231521,4.679952847,464.1086434,Overflow,Forest,Loam,2406.247873,0,1
17.83164539,84.5996713,142.2274103,29.00368289,88.40870102,548.0404691,9.36337087,425.6449713,Overflow,Urban,Sand,5762.336156,1,1
34.87433946,63.50748986,179.1309536,23.01998117,69.17079709,726.3216847,9.077909096,869.4863443,Stable,Forest,Clay,6074.724563,1,0
43.29770563,83.73372753,210.8603969,36.12046842,58.77509624,369.9933676,7.601459387,1446.146747,Overflow,Urban,Sand,7561.457142,0,1
20.80990769,-20.36521225,243.390273,21.43523031,51.69756976,818.5386015,1.14444071,941.3491533,Overflow,Forest,Sand,8698.039546,1,1
24.43789804,-63.03639877,142.0625552,28.98600125,48.29724389,376.9754993,4.382400539,1677.222373,Stable,Forest,Sand,7879.847911,1,0
41.53115153,72.65735121,199.5258193,22.97172492,61.2968203,854.9751604,11.75652561,1050.75002,Stable,Agriculture,Loam,3070.853739,1,0
40.21646446,88.14665633,277.2106674,30.99520105,77.6689295,726.01982,1.47367063,1723.19687,Stable,Urban,Clay,5971.396919,0,0
34.90758164,96.95627974,228.8758477,26.52015778,83.45767043,376.6832578,1.167783834,562.6259601,Overflow,Water Body,Clay,2246.935881,0,1
33.75862709,16.50274123,161.2767193,23.42142927,52.05996627,519.062743,7.226826703,187.8098097,Stable,Urban,Clay,7827.285674,1,1
47.34997692,18.53084896,368.8884121,8.005704804,85.41095593,194.9976872,7.541615757,441.2192853,Overflow,Forest,Sand,5880.657671,0,1
22.39204185,-67.54088582,280.5730778,12.92070892,81.65214625,781.2818375,3.674619374,1416.776401,Stable,Urban,Clay,7495.45384,0,0
26.21691301,-111.7659321,206.0304274,31.40056081,99.47370677,229.6100877,7.448779158,545.4036996,Overflow,Water Body,Clay,7423.603279,0,1
34.67899512,-81.09709192,218.5023686,23.69022859,67.00955336,345.7857063,5.131653746,182.3262757,Stable,Urban,Loam,2182.70033,0,0
45.92217158,56.9876924,238.5231798,10.73536089,84.99730607,394.1107308,7.9783379,470.962586,Overflow,Forest,Clay,5371.236864,1,1
24.56960139,130.0250427,210.8203074,40.20529232,44.6979495,577.3575436,4.904027069,1343.614734,Stable,Forest,Sand,6357.502925,1,0
29.60674876,41.67779169,234.5634891,30.67816437,53.11249329,0.0,0.8757569921,789.8635736,Stable,Water Body,Loam,2504.126928,0,0
33.08799547,19.62184133,205.7798369,14.62204527,77.21228992,430.4244785,7.407774093,1263.689013,Overflow,Urban,Clay,3534.846418,1,1
21.25590517,6.082644461,290.5290082,25.71750255,95.99332283,727.6313112,6.197992598,1055.164501,Stable,Water Body,Loam,6807.110545,1,0
44.47142484,28.65407133,281.3215367,8.454896051,97.84124338,719.8525421,4.119212137,777.7944056,Overflow,Urban,Sand,9707.194402,1,1
19.0974735,-44.24769513,247.0201973,40.18048745,68.85576116,833.8269437,5.04565987,1737.21464,Stable,Agriculture,Clay,7267.038977,1,0
35.39645281,-77.97707412,293.4034371,27.17902054,82.8701826,584.4312921,4.08269823,1599.061415,Stable,Agriculture,Loam,2114.795578,0,0
37.10836711,1.924634483,221.9430499,33.23964192,56.60401041,0.0,0.0,1862.8031,Stable,Water Body,Loam,1391.695931,0,0
40.66109265,134.5046217,297.6472277,24.02205003,48.48143459,248.9993665,5.641978679,382.7470905,Overflow,Water Body,Loam,9479.987965,1,1
36.66401916,-89.3854842,171.6593341,30.64864132,64.60827914,618.1889671,1.19992179,312.6959395,Overflow,Forest,Loam,2492.458363,0,1
17.70590457,107.1574889,240.1878041,15.55620513,96.68023092,502.5504742,3.250042027,184.458693,Stable,Forest,Loam,4343.796916,0,0
21.88951231,88.23562999,176.8733517,17.94195945,42.05178913,471.455055,3.22842629,499.2179038,Overflow,Urban,Loam,8222.864915,1,1
38.11534614,4.433702696,52.27648884,18.25504499,49.66240148,920.1682798,7.075058038,224.4918745,Stable,Water Body,Loam,4939.695491,0,0
10.61060687,-42.8931437,200.2558454,37.89487651,68.10148697,616.6772412,6.674458114,1512.14607,Stable,Forest,Loam,1971.359751,1,0
18.12387139,-106.1151893,211.9291368,9.174042696,98.48337582,643.3858429,4.162437239,1495.690342,Stable,Forest,Loam,6664.499938,1,0
45.19658507,-107.966089,225.3267196,28.14289315,57.77872831,209.3113834,2.206521795,193.2301371,Overflow,Agriculture,Loam,2298.219474,0,1
27.71566638,79.5318086,87.83578746,28.71748389,55.27839871,472.8917742,5.594050441,1854.778952,Stable,Water Body,Clay,2665.9958,0,0
38.14631438,-103.27444,196.1089282,27.70513475,81.2711311,132.8992184,7.378219068,819.490846,Overflow,Urban,Clay,4516.021181,0,1
35.2624088,27.10266243,117.1428207,17.79721423,58.23821656,109.7864598,0.5995716038,1734.289257,Overflow,Water Body,Clay,5864.302854,0,1
35.88238753,-22.61008363,155.4509866,37.10818048,52.63066854,449.1784029,0.0,1191.232096,Stable,Water Body,Sand,4172.162458,1,0
31.86841117,-86.92557727,236.9972026,17.21412953,53.14568936,1010.644197,5.307435446,1305.063812,Overflow,Forest,Loam,9600.692554,1,1
46.59383604,-4.738423488,151.4864337,37.08274741,41.16493359,767.3236032,8.622338132,879.565677,Overflow,Urban,Sand,5805.756757,0,1
22.71712528,28.13518323,170.2741772,27.59247028,87.79873532,618.0456996,3.434190048,1805.814671,Stable,Urban,Clay,4313.483582,1,1
37.14679827,105.6043604,213.4206637,26.62085693,60.88246423,459.0328672,5.174485135,489.6646763,Overflow,Agriculture,Loam,5835.057577,1,1
18.97274235,-51.94113055,181.268859,34.99380946,76.15794402,536.6853387,1.032904232,401.2822848,Overflow,Agriculture,Loam,1104.871795,0,1
44.67081418,-35.44084631,204.3678713,43.18278704,77.65850809,617.3244528,3.501929504,1194.074795,Overflow,Water Body,Loam,9168.786552,1,1
30.1088156,-45.84021516,266.9296069,1.951428274,92.70669478,735.7539239,8.263375134,1459.773013,Overflow,Agriculture,Sand,7937.252459,0,1
15.53486379,-32.73760236,157.5811098,19.484726,73.75068497,293.7125843,4.715740561,578.9134097,Overflow,Forest,Sand,3951.101577,1,1
15.83587755,-37.30076231,137.9514024,22.06916194,63.49698124,259.0389377,3.775869412,81.13774626,Stable,Forest,Clay,8662.72409,1,0
25.28912246,52.15086778,201.2222485,15.57402523,81.61694648,581.2976173,0.0,1593.114501,Stable,Forest,Sand,6476.580603,1,0
42.68212748,45.67618271,68.13209805,34.8581872,84.39033216,514.2115384,0.8877649194,1147.997814,Stable,Urban,Sand,2934.565966,0,0
36.37415689,-99.63871248,209.8837783,19.78169459,90.91517135,362.999723,0.0,445.8529814,Overflow,Water Body,Clay,3926.194793,1,1
43.07434244,-47.08421415,191.9774978,20.71397763,82.00385035,756.9240518,8.743462319,355.5325698,Overflow,Water Body,Sand,4491.79653,0,1
34.91622344,-60.29446314,194.5676832,39.58874762,67.60874602,499.4316308,1.507951464,773.2607132,Stable,Water Body,Loam,6213.151785,0,0
13.24184864,-23.13952215,275.7706908,30.25944181,57.77981507,976.2742739,3.313102445,36.83597623,Overflow,Water Body,Clay,4977.421944,1,1
43.80483406,93.26344768,196.24865,25.89228287,78.00087101,837.441892,8.206386665,440.5603356,Overflow,Urban,Sand,3221.051458,0,1
45.09843451,-57.08487961,236.3255811,2.474664852,94.76359757,794.1689777,6.483513889,1951.621008,Overflow,Urban,Loam,6646.958762,1,1
47.51860926,-116.233765,203.8259031,29.34126982,68.49413751,175.8746793,1.637615788,1757.872757,Overflow,Agriculture,Loam,9845.243273,1,1
27.75000877,133.1199165,217.3698743,19.50649909,93.40499017,103.3646176,4.177612409,1927.625988,Overflow,Forest,Clay,392.2532401,0,1
41.71675142,123.3381781,263.2330936,23.29233386,55.96024929,557.5600316,8.802299456,437.1121513,Stable,Agriculture,Sand,1135.882283,1,0
31.86105183,-65.76214395,206.2017058,25.43296182,63.51169037,587.3990931,3.264413904,1874.189705,Stable,Urban,Clay,9261.448127,0,0
49.09231632,1.391704622,136.3081337,12.63046742,44.29671473,469.329737,5.092433346,194.6755991,Overflow,Urban,Sand,7385.010136,1,1
